methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
create,"Create a new schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule

Args:
    cron_expression (str): The cron expression used by this schedule
    is_enabled (bool): True if the schedule should be enabled
    is_exclusive (bool): When set to true, don't start actor or actor task if it's still running from the previous schedule.
    name (str, optional): The name of the schedule to create.
    actions (list of dict, optional): Actors or tasks that should be run on this schedule. See the API documentation for exact structure.
    description (str, optional): Description of this schedule
    timezone (str, optional): Timezone in which your cron expression runs
        (TZ database name from https://en.wikipedia.org/wiki/List_of_tz_database_time_zones)
    title: str, optional): Title of this schedule

Returns:
    dict: The created schedule.",ScheduleCollectionClient,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule,https://docs.apify.com/api/client/python/reference/class/ScheduleCollectionClient#create
__init__,Initialize the ScheduleCollectionClientAsync with the passed arguments.,ScheduleCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ScheduleCollectionClientAsync#__init__
list,"List the available schedules.

https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/get-list-of-schedules

Args:
    limit (int, optional): How many schedules to retrieve
    offset (int, optional): What schedules to include as first when retrieving the list
    desc (bool, optional): Whether to sort the schedules in descending order based on their modification date

Returns:
    ListPage: The list of available schedules matching the specified filters.",ScheduleCollectionClientAsync,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/get-list-of-schedules,https://docs.apify.com/api/client/python/reference/class/ScheduleCollectionClientAsync#list
create,"Create a new schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule

Args:
    cron_expression (str): The cron expression used by this schedule
    is_enabled (bool): True if the schedule should be enabled
    is_exclusive (bool): When set to true, don't start actor or actor task if it's still running from the previous schedule.
    name (str, optional): The name of the schedule to create.
    actions (list of dict, optional): Actors or tasks that should be run on this schedule. See the API documentation for exact structure.
    description (str, optional): Description of this schedule
    timezone (str, optional): Timezone in which your cron expression runs
        (TZ database name from https://en.wikipedia.org/wiki/List_of_tz_database_time_zones)
    title: str, optional): Title of this schedule

Returns:
    dict: The created schedule.",ScheduleCollectionClientAsync,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule,https://docs.apify.com/api/client/python/reference/class/ScheduleCollectionClientAsync#create
__init__,Initialize the WebhookDispatchCollectionClient.,WebhookDispatchCollectionClient,,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchCollectionClient#__init__
list,"List all webhook dispatches of a user.

https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches

Args:
    limit (int, optional): How many webhook dispatches to retrieve
    offset (int, optional): What webhook dispatch to include as first when retrieving the list
    desc (bool, optional): Whether to sort the webhook dispatches in descending order based on the date of their creation

Returns:
    ListPage: The retrieved webhook dispatches of a user",WebhookDispatchCollectionClient,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchCollectionClient#list
__init__,Initialize the WebhookDispatchCollectionClientAsync.,WebhookDispatchCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchCollectionClientAsync#__init__
list,"List all webhook dispatches of a user.

https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches

Args:
    limit (int, optional): How many webhook dispatches to retrieve
    offset (int, optional): What webhook dispatch to include as first when retrieving the list
    desc (bool, optional): Whether to sort the webhook dispatches in descending order based on the date of their creation

Returns:
    ListPage: The retrieved webhook dispatches of a user",WebhookDispatchCollectionClientAsync,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchCollectionClientAsync#list
__init__,Initialize the WebhookCollectionClient.,WebhookCollectionClient,,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClient#__init__
list,"List the available webhooks.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/get-list-of-webhooks

Args:
    limit (int, optional): How many webhooks to retrieve
    offset (int, optional): What webhook to include as first when retrieving the list
    desc (bool, optional): Whether to sort the webhooks in descending order based on their date of creation

Returns:
    ListPage: The list of available webhooks matching the specified filters.",WebhookCollectionClient,https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/get-list-of-webhooks,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClient#list
